age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,17,United-States,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35,United-States,1
50,Local-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,4650.0,0.0,70,United-States,0
29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
84,?,5th-6th,Widowed,?,Not-in-family,White,Male,0.0,0.0,15,United-States,0
52,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
33,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,0
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,50,United-States,1
29,Private,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55,United-States,0
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,10,United-States,0
29,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,Outlying-US(Guam-USVI-etc),0
32,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40,United-States,0
47,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1485.0,58,United-States,0
44,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,13550.0,0.0,50,United-States,1
41,Private,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,1
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16,United-States,0
49,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,1
38,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,30,United-States,0
41,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
17,Private,10th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25,United-States,0
56,Private,,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45,Germany,0
54,State-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
55,Private,,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,?,0
23,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,35,Mexico,0
34,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
59,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38,United-States,0
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,65,United-States,0
33,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,England,0
30,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,1
33,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,0.0,0.0,40,United-States,0
29,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
80,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,8,Canada,0
46,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,15024.0,0.0,40,United-States,1
28,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,70,United-States,0
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,48,United-States,0
54,,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
32,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
45,?,HS-grad,Widowed,?,Unmarried,White,Female,0.0,,38,United-States,0
44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,0
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70,United-States,1
68,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
25,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25,Mexico,0
20,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,15,United-States,0
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2205.0,40,United-States,0
28,Local-gov,,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,20,United-States,0
45,Private,HS-grad,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,50,South,0
34,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
26,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35,United-States,0
41,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,60,United-States,0
24,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,,0.0,38,United-States,0
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,28,United-States,0
39,?,HS-grad,Never-married,?,Not-in-family,White,Male,0.0,1590.0,40,United-States,0
51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
58,Self-emp-inc,10th,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40,United-States,0
28,?,10th,Separated,?,Not-in-family,White,Male,0.0,0.0,80,United-States,0
26,Private,Some-college,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40,?,0
58,,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40,United-States,1
29,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,40,United-States,0
56,Self-emp-inc,12th,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
37,Private,,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,40,United-States,0
32,,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,50,United-States,0
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
48,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60,United-States,1
19,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
40,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,12,United-States,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40,United-States,0
60,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
47,Self-emp-not-inc,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2002.0,45,United-States,0
46,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
43,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,50,United-States,0
57,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,Italy,0
39,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,0
60,,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
27,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40,United-States,0
40,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,1
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,0.0,0.0,40,United-States,0
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,0
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30,United-States,0
36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40,Canada,0
51,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,45,Columbia,0
21,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,12,United-States,0
37,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35,United-States,0
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45,United-States,1
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
38,Private,Bachelors,Divorced,Sales,Own-child,White,Male,0.0,0.0,50,United-States,0
25,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,38,United-States,0
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
39,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,20,United-States,1
63,Private,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30,United-States,0
70,?,Bachelors,Divorced,?,Not-in-family,White,Female,0.0,0.0,7,United-States,0
18,Private,12th,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,20,United-States,0
34,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40,United-States,0
41,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,30,United-States,0
37,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,Japan,1
18,Private,11th,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20,United-States,0
48,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44,United-States,0
21,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0.0,0.0,36,United-States,0
23,?,10th,Never-married,?,Own-child,Black,Female,0.0,0.0,40,United-States,0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,0.0,0.0,54,Dominican-Republic,1
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
30,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,40,United-States,0
21,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20,United-States,0
40,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
26,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,30,United-States,0
43,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,0
38,,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
47,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30,United-States,0
17,?,11th,Never-married,?,Own-child,White,Male,0.0,0.0,40,United-States,0
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,1
46,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35,United-States,0
47,,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
54,,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40,Mexico,0
20,,Some-college,Never-married,?,Not-in-family,White,Female,0.0,0.0,25,United-States,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
23,?,Some-college,Never-married,?,Own-child,White,Female,0.0,0.0,32,United-States,0
33,Private,10th,Separated,Other-service,Unmarried,White,Female,3418.0,0.0,35,United-States,0
31,Private,7th-8th,Divorced,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,70,United-States,0
26,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
49,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
72,?,Prof-school,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40,United-States,1
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
53,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1564.0,54,United-States,1
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,,36,United-States,1
63,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,0
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,72,United-States,1
54,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024.0,0.0,38,Jamaica,1
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,0
24,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
45,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40,Thailand,0
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0.0,0.0,35,Ireland,0
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3908.0,0.0,40,United-States,0
51,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
37,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,1
65,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,0
48,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,55,United-States,0
41,,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
24,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,Male,0.0,,40,?,0
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,5013.0,0.0,40,United-States,0
40,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,Ireland,0
49,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50,United-States,1
30,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,8,United-States,0
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,1
44,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,70,United-States,0
25,?,HS-grad,Never-married,?,Own-child,White,Male,0.0,1602.0,40,United-States,0
33,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
50,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,,880.0,40,United-States,0
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,0
45,,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Vietnam,0
38,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,10520.0,0.0,50,United-States,1
33,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
37,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,?,0
27,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
34,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,,40,United-States,0
44,Local-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,25,United-States,0
62,State-gov,Assoc-acdm,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
49,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
53,Private,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
50,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,,40,United-States,1
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,40,United-States,0
22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43,United-States,0
36,State-gov,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Male,0.0,0.0,90,United-States,0
42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
25,Private,HS-grad,Married-civ-spouse,Tech-support,Other-relative,White,Female,0.0,0.0,48,United-States,1
32,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,60,United-States,1
49,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
44,,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,45,United-States,1
18,?,Some-college,Never-married,?,Own-child,White,Female,0.0,0.0,30,United-States,0
28,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40,India,0
35,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,Yugoslavia,1
55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,1
56,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40,United-States,1
39,,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40,United-States,1
49,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,0
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,30,United-States,0
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
33,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45,United-States,0
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
42,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,30,United-States,0
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,50,United-States,0
57,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,60,United-States,1
33,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38,United-States,0
59,Self-emp-inc,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,1
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
28,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40,United-States,0
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40,United-States,1
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Puerto-Rico,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3103.0,0.0,45,United-States,1
44,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40,United-States,0
39,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,Mexico,1
22,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65,United-States,0
42,State-gov,Bachelors,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40,United-States,0
35,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Philippines,1
55,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,0
27,?,HS-grad,Never-married,?,Not-in-family,White,Male,0.0,0.0,40,United-States,0
76,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,20,United-States,0
65,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,25,?,0
40,Private,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Female,0.0,0.0,60,United-States,0
66,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,0
31,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40,United-States,0
47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,2885.0,0.0,32,United-States,0
42,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,1
17,Private,11th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,5,United-States,0
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55,United-States,0
25,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,60,United-States,0
53,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,13550.0,0.0,43,United-States,1
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,50,United-States,1
75,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8,United-States,0
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,England,0
27,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,0
56,,11th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,49,United-States,0
35,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,,40,United-States,0
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50,Mexico,0
24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,20,United-States,0
53,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,10,United-States,0
46,Private,9th,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,25,United-States,0
19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10,United-States,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,0
20,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
61,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35,United-States,0
26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
33,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
50,?,Masters,Married-spouse-absent,?,Other-relative,White,Male,0.0,,40,United-States,0
51,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1564.0,70,United-States,1
72,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25,United-States,0
31,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,50,?,0
36,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,40,United-States,0
21,?,Some-college,Never-married,?,Own-child,White,Female,0.0,0.0,10,Germany,0
61,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40,United-States,0
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
19,,HS-grad,Never-married,?,Not-in-family,Other,Male,0.0,,30,United-States,0
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,1
52,Local-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,4934.0,0.0,36,United-States,1
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40,?,0
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
40,?,Some-college,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,20,United-States,0
45,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
29,Self-emp-not-inc,,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
32,,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
53,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,43,United-States,1
71,,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,75,United-States,0
34,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60,United-States,1
31,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,0.0,0.0,30,United-States,0
20,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20,United-States,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,0
19,Private,9th,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,16,Mexico,0
33,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,United-States,0
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20,United-States,0
